     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
   906: E[0:00:17]-R[0:01:16]: Return=     0.995, Steps=   6, Features = 16
   964: E[0:00:18]-R[0:01:14]: Return=     0.987, Steps=  14, Features = 16
  1000: >>> E[0:00:19]-R[0:01:14]: Return=     0.534, Steps=7.04, Features = 16
  1054: E[0:00:20]-R[0:01:13]: Return=     0.995, Steps=   6, Features = 16
  1114: E[0:00:21]-R[0:01:12]: Return=    -1.009, Steps=  10, Features = 16
  1174: E[0:00:22]-R[0:01:11]: Return=     0.993, Steps=   8, Features = 16
  1230: E[0:00:23]-R[0:01:10]: Return=     0.985, Steps=  16, Features = 16
  1280: E[0:00:24]-R[0:01:09]: Return=     0.993, Steps=   8, Features = 16
  1338: E[0:00:25]-R[0:01:08]: Return=     0.995, Steps=   6, Features = 16
  1390: E[0:00:26]-R[0:01:08]: Return=     0.993, Steps=   8, Features = 16
  1440: E[0:00:27]-R[0:01:07]: Return=    -1.001, Steps=   2, Features = 16
  1494: E[0:00:28]-R[0:01:06]: Return=     0.993, Steps=   8, Features = 16
  1500: >>> E[0:00:28]-R[0:01:06]: Return=    0.6339, Steps=7.12, Features = 16
  1558: E[0:00:29]-R[0:01:05]: Return=     0.985, Steps=  16, Features = 16
  1608: E[0:00:30]-R[0:01:04]: Return=    -1.003, Steps=   4, Features = 16
  1660: E[0:00:31]-R[0:01:03]: Return=     0.993, Steps=   8, Features = 16
  1718: E[0:00:32]-R[0:01:02]: Return=     0.993, Steps=   8, Features = 16
  1784: E[0:00:34]-R[0:01:01]: Return=     0.985, Steps=  16, Features = 16
  1850: E[0:00:35]-R[0:00:59]: Return=     0.989, Steps=  12, Features = 16
  1904: E[0:00:36]-R[0:00:58]: Return=     0.995, Steps=   6, Features = 16
  1962: E[0:00:37]-R[0:00:57]: Return=     0.995, Steps=   6, Features = 16
  2000: >>> E[0:00:38]-R[0:00:57]: Return=    0.6334, Steps=7.56, Features = 16
  2056: E[0:00:39]-R[0:00:56]: Return=     0.993, Steps=   8, Features = 16
  2108: E[0:00:40]-R[0:00:55]: Return=    -1.005, Steps=   6, Features = 16
  2170: E[0:00:41]-R[0:00:53]: Return=    -1.001, Steps=   2, Features = 16
  2224: E[0:00:42]-R[0:00:52]: Return=     0.995, Steps=   6, Features = 16
  2282: E[0:00:43]-R[0:00:51]: Return=     0.993, Steps=   8, Features = 16
  2340: E[0:00:44]-R[0:00:50]: Return=     0.993, Steps=   8, Features = 16
  2394: E[0:00:45]-R[0:00:49]: Return=     0.993, Steps=   8, Features = 16
  2444: E[0:00:46]-R[0:00:48]: Return=    -1.007, Steps=   8, Features = 16
  2500: E[0:00:47]-R[0:00:47]: Return=     0.995, Steps=   6, Features = 16
  2500: >>> E[0:00:47]-R[0:00:47]: Return=    0.7137, Steps=7.26, Features = 16
  2602: E[0:00:48]-R[0:00:44]: Return=     0.991, Steps=  10, Features = 16
  2722: E[0:00:49]-R[0:00:41]: Return=     0.995, Steps=   6, Features = 16
  2796: E[0:00:50]-R[0:00:40]: Return=     0.993, Steps=   8, Features = 16
  2858: E[0:00:51]-R[0:00:38]: Return=     0.993, Steps=   8, Features = 16
  2910: E[0:00:52]-R[0:00:38]: Return=     0.989, Steps=  12, Features = 16
  2968: E[0:00:53]-R[0:00:37]: Return=     0.991, Steps=  10, Features = 16
  3000: >>> E[0:00:54]-R[0:00:36]: Return=    0.6529, Steps=8.12, Features = 16
  3062: E[0:00:55]-R[0:00:35]: Return=     0.987, Steps=  14, Features = 16
  3120: E[0:00:56]-R[0:00:34]: Return=     0.993, Steps=   8, Features = 16
  3174: E[0:00:57]-R[0:00:33]: Return=    -1.007, Steps=   8, Features = 16
  3234: E[0:00:58]-R[0:00:32]: Return=     0.995, Steps=   6, Features = 16
  3286: E[0:00:59]-R[0:00:31]: Return=    -1.003, Steps=   4, Features = 16
  3344: E[0:01:00]-R[0:00:30]: Return=     0.995, Steps=   6, Features = 16
  3396: E[0:01:02]-R[0:00:29]: Return=    -1.003, Steps=   4, Features = 16
  3448: E[0:01:03]-R[0:00:28]: Return=     0.989, Steps=  12, Features = 16
  3500: E[0:01:04]-R[0:00:27]: Return=     0.993, Steps=   8, Features = 16
  3500: >>> E[0:01:04]-R[0:00:27]: Return=    0.5537, Steps=7.34, Features = 16
  3550: E[0:01:05]-R[0:00:26]: Return=     0.995, Steps=   6, Features = 16
  3610: E[0:01:06]-R[0:00:25]: Return=     0.993, Steps=   8, Features = 16
  3674: E[0:01:07]-R[0:00:24]: Return=     0.987, Steps=  14, Features = 16
  3734: E[0:01:08]-R[0:00:23]: Return=     0.983, Steps=  18, Features = 16
  3792: E[0:01:09]-R[0:00:22]: Return=     0.993, Steps=   8, Features = 16
  3842: E[0:01:10]-R[0:00:21]: Return=     0.995, Steps=   6, Features = 16
  3894: E[0:01:11]-R[0:00:20]: Return=     0.995, Steps=   6, Features = 16
  3952: E[0:01:12]-R[0:00:19]: Return=    -1.003, Steps=   4, Features = 16
  4000: >>> E[0:01:13]-R[0:00:18]: Return=    0.6538, Steps=7.24, Features = 16
  4058: E[0:01:14]-R[0:00:17]: Return=     0.995, Steps=   6, Features = 16
  4114: E[0:01:15]-R[0:00:16]: Return=     0.995, Steps=   6, Features = 16
  4174: E[0:01:16]-R[0:00:15]: Return=     0.991, Steps=  10, Features = 16
  4226: E[0:01:17]-R[0:00:14]: Return=     0.995, Steps=   6, Features = 16
  4278: E[0:01:18]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
  4338: E[0:01:19]-R[0:00:12]: Return=     0.987, Steps=  14, Features = 16
  4402: E[0:01:20]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
  4458: E[0:01:21]-R[0:00:10]: Return=     0.993, Steps=   8, Features = 16
  4500: >>> E[0:01:22]-R[0:00:09]: Return=     0.654, Steps=7.04, Features = 16
  4608: E[0:01:23]-R[0:00:07]: Return=     0.981, Steps=  20, Features = 16
  4688: E[0:01:24]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  4736: E[0:01:25]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  4792: E[0:01:26]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  4854: E[0:01:28]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  4914: E[0:01:29]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  4970: E[0:01:30]-R[0:00:01]: Return=     0.987, Steps=  14, Features = 16
  5000: >>> E[0:01:30]-R[0:00:00]: Return=    0.6335, Steps=7.54, Features = 16
Total Experiment Duration 0:01:30
Output:			./Results/Experiment4/
     0: >>> E[0:00:00]-R[?]: Return=    -1.006, Steps=6.87, Features = 49
     8: E[0:00:00]-R[0:03:14]: Return=    -1.007, Steps=   8, Features = 49
    61: E[0:00:02]-R[0:02:52]: Return=    -1.023, Steps=  24, Features = 49
   165: E[0:00:04]-R[0:01:56]: Return=    -1.061, Steps=  62, Features = 49
   229: E[0:00:05]-R[0:01:45]: Return=     0.963, Steps=  38, Features = 49
   335: E[0:00:07]-R[0:01:37]: Return=    -1.065, Steps=  66, Features = 49
   404: E[0:00:08]-R[0:01:33]: Return=     0.965, Steps=  36, Features = 49
   474: E[0:00:09]-R[0:01:29]: Return=    -1.011, Steps=  12, Features = 49
   500: >>> E[0:00:10]-R[0:01:28]: Return=   -0.9712, Steps=32.23, Features = 49
   624: E[0:00:12]-R[0:01:23]: Return=     0.933, Steps=  68, Features = 49
   685: E[0:00:13]-R[0:01:21]: Return=    -1.021, Steps=  22, Features = 49
   780: E[0:00:15]-R[0:01:19]: Return=    -1.045, Steps=  46, Features = 49
   856: E[0:00:16]-R[0:01:17]: Return=    -1.021, Steps=  22, Features = 49
   915: E[0:00:17]-R[0:01:16]: Return=    -1.007, Steps=   8, Features = 49
  1000: >>> E[0:00:18]-R[0:01:13]: Return=   -0.8767, Steps=77.71, Features = 49
  1178: E[0:00:21]-R[0:01:09]: Return=    -1.135, Steps= 136, Features = 49
  1257: E[0:00:23]-R[0:01:07]: Return=    -1.029, Steps=  30, Features = 49
  1353: E[0:00:24]-R[0:01:05]: Return=     0.961, Steps=  40, Features = 49
  1437: E[0:00:26]-R[0:01:04]: Return=     0.943, Steps=  58, Features = 49
  1489: E[0:00:27]-R[0:01:04]: Return=     0.961, Steps=  40, Features = 49
  1500: >>> E[0:00:28]-R[0:01:05]: Return=   -0.5781, Steps=39.05, Features = 49
  1573: E[0:00:30]-R[0:01:06]: Return=     0.949, Steps=  52, Features = 49
  1641: E[0:00:32]-R[0:01:05]: Return=    -1.055, Steps=  56, Features = 49
  1708: E[0:00:33]-R[0:01:03]: Return=    -1.031, Steps=  32, Features = 49
  1866: E[0:00:36]-R[0:01:00]: Return=    -1.101, Steps= 102, Features = 49
  1994: E[0:00:38]-R[0:00:57]: Return=     0.925, Steps=  76, Features = 49
  2000: >>> E[0:00:38]-R[0:00:57]: Return=   -0.4023, Steps=43.32, Features = 49
  2146: E[0:00:40]-R[0:00:54]: Return=     0.915, Steps=  86, Features = 49
  2234: E[0:00:42]-R[0:00:52]: Return=    -1.045, Steps=  46, Features = 49
  2330: E[0:00:43]-R[0:00:50]: Return=    -1.095, Steps=  96, Features = 49
  2470: E[0:00:46]-R[0:00:47]: Return=    -1.094, Steps=  95, Features = 49
  2500: >>> E[0:00:46]-R[0:00:46]: Return=   -0.7729, Steps=73.89, Features = 49
  2617: E[0:00:48]-R[0:00:44]: Return=    -1.088, Steps=  89, Features = 49
  2693: E[0:00:49]-R[0:00:42]: Return=    -1.011, Steps=  12, Features = 49
  2767: E[0:00:51]-R[0:00:41]: Return=    -1.072, Steps=  73, Features = 49
  2889: E[0:00:52]-R[0:00:38]: Return=     0.935, Steps=  66, Features = 49
  3000: >>> E[0:00:54]-R[0:00:36]: Return=    -1.063, Steps=143.52, Features = 49
  3145: E[0:00:57]-R[0:00:34]: Return=    -1.205, Steps= 206, Features = 49
  3290: E[0:01:00]-R[0:00:31]: Return=    -1.137, Steps= 138, Features = 49
  3368: E[0:01:01]-R[0:00:30]: Return=    -1.071, Steps=  72, Features = 49
  3480: E[0:01:03]-R[0:00:27]: Return=     0.941, Steps=  60, Features = 49
  3500: >>> E[0:01:03]-R[0:00:27]: Return=        -1, Steps=371.01, Features = 49
  3631: E[0:01:05]-R[0:00:25]: Return=     0.873, Steps= 128, Features = 49
  3711: E[0:01:07]-R[0:00:23]: Return=    -1.079, Steps=  80, Features = 49
  3769: E[0:01:08]-R[0:00:22]: Return=     0.943, Steps=  58, Features = 49
  3933: E[0:01:10]-R[0:00:19]: Return=     0.879, Steps= 122, Features = 49
  4000: E[0:01:11]-R[0:00:18]: Return=     0.939, Steps=  62, Features = 49
  4000: >>> E[0:01:11]-R[0:00:18]: Return=   -0.5472, Steps=68.17, Features = 49
  4065: E[0:01:13]-R[0:00:17]: Return=     -1.01, Steps=  11, Features = 49
  4260: E[0:01:16]-R[0:00:13]: Return=     0.851, Steps= 150, Features = 49
  4326: E[0:01:17]-R[0:00:12]: Return=    -1.065, Steps=  66, Features = 49
  4412: E[0:01:18]-R[0:00:10]: Return=    -1.084, Steps=  85, Features = 49
  4500: >>> E[0:01:20]-R[0:00:09]: Return=   -0.4662, Steps=67.23, Features = 49
  4560: E[0:01:22]-R[0:00:08]: Return=    -1.049, Steps=  50, Features = 49
  4591: E[0:01:23]-R[0:00:07]: Return=        -1, Steps=   1, Features = 49
  4630: E[0:01:24]-R[0:00:07]: Return=    -1.006, Steps=   7, Features = 49
  4697: E[0:01:25]-R[0:00:05]: Return=    -1.047, Steps=  48, Features = 49
  4782: E[0:01:27]-R[0:00:04]: Return=    -1.023, Steps=  24, Features = 49
  4904: E[0:01:28]-R[0:00:02]: Return=     0.941, Steps=  60, Features = 49
  5000: >>> E[0:01:30]-R[0:00:00]: Return=   -0.5558, Steps=96.79, Features = 49
Total Experiment Duration 0:01:30
Output:			./Results/Experiment4/
