     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
   300: >>> E[0:00:03]-R[0:00:26]: Return=    0.4143, Steps= 6.7, Features = 16
   390: E[0:00:04]-R[0:00:27]: Return=    -1.005, Steps=   6, Features = 16
   488: E[0:00:05]-R[0:00:26]: Return=    -1.003, Steps=   4, Features = 16
   598: E[0:00:06]-R[0:00:24]: Return=    -1.011, Steps=  12, Features = 16
   600: >>> E[0:00:06]-R[0:00:25]: Return=   -0.4867, Steps=7.66, Features = 16
   704: E[0:00:07]-R[0:00:23]: Return=     0.985, Steps=  16, Features = 16
   810: E[0:00:08]-R[0:00:22]: Return=     0.989, Steps=  12, Features = 16
   900: >>> E[0:00:09]-R[0:00:21]: Return=    0.5343, Steps=6.66, Features = 16
  1008: E[0:00:10]-R[0:00:20]: Return=     0.985, Steps=  16, Features = 16
  1112: E[0:00:11]-R[0:00:19]: Return=    -1.009, Steps=  10, Features = 16
  1200: >>> E[0:00:12]-R[0:00:18]: Return=    0.5335, Steps=7.48, Features = 16
  1312: E[0:00:13]-R[0:00:17]: Return=     0.991, Steps=  10, Features = 16
  1408: E[0:00:14]-R[0:00:16]: Return=    -1.003, Steps=   4, Features = 16
  1500: >>> E[0:00:15]-R[0:00:15]: Return=    0.5144, Steps=6.58, Features = 16
  1600: E[0:00:16]-R[0:00:14]: Return=     0.993, Steps=   8, Features = 16
     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
    58: E[0:00:01]-R[0:00:33]: Return=    -1.005, Steps=   6, Features = 16
     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
    44: E[0:00:01]-R[0:00:35]: Return=    -1.009, Steps=  10, Features = 16
   110: E[0:00:02]-R[0:00:42]: Return=     0.991, Steps=  10, Features = 16
   200: E[0:00:03]-R[0:00:37]: Return=     0.987, Steps=  14, Features = 16
   300: >>> E[0:00:04]-R[0:00:33]: Return=    0.4143, Steps= 6.7, Features = 16
   410: E[0:00:05]-R[0:00:30]: Return=     0.995, Steps=   6, Features = 16
   508: E[0:00:06]-R[0:00:28]: Return=     0.995, Steps=   6, Features = 16
   600: >>> E[0:00:07]-R[0:00:26]: Return=   -0.4867, Steps=7.66, Features = 16
   704: E[0:00:08]-R[0:00:25]: Return=     0.985, Steps=  16, Features = 16
   810: E[0:00:09]-R[0:00:23]: Return=     0.989, Steps=  12, Features = 16
   900: >>> E[0:00:09]-R[0:00:22]: Return=    0.5343, Steps=6.66, Features = 16
  1020: E[0:00:11]-R[0:00:20]: Return=     0.991, Steps=  10, Features = 16
  1138: E[0:00:12]-R[0:00:19]: Return=     0.989, Steps=  12, Features = 16
  1200: >>> E[0:00:12]-R[0:00:18]: Return=    0.5335, Steps=7.48, Features = 16
  1312: E[0:00:13]-R[0:00:17]: Return=     0.991, Steps=  10, Features = 16
  1408: E[0:00:14]-R[0:00:16]: Return=    -1.003, Steps=   4, Features = 16
  1500: >>> E[0:00:15]-R[0:00:15]: Return=    0.5144, Steps=6.58, Features = 16
  1602: E[0:00:16]-R[0:00:14]: Return=    -1.001, Steps=   2, Features = 16
  1704: E[0:00:17]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 16
  1800: >>> E[0:00:18]-R[0:00:12]: Return=    0.5732, Steps= 7.8, Features = 16
  1890: E[0:00:19]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
  1988: E[0:00:20]-R[0:00:10]: Return=    -1.007, Steps=   8, Features = 16
  2082: E[0:00:22]-R[0:00:09]: Return=     0.991, Steps=  10, Features = 16
  2100: >>> E[0:00:22]-R[0:00:09]: Return=    0.5738, Steps= 7.2, Features = 16
  2198: E[0:00:23]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  2294: E[0:00:24]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  2390: E[0:00:25]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  2400: >>> E[0:00:25]-R[0:00:06]: Return=     0.534, Steps= 7.0, Features = 16
  2510: E[0:00:26]-R[0:00:05]: Return=     0.989, Steps=  12, Features = 16
  2598: E[0:00:27]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  2700: E[0:00:28]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 16
  2700: >>> E[0:00:28]-R[0:00:03]: Return=    0.3942, Steps=6.78, Features = 16
  2810: E[0:00:29]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  2914: E[0:00:30]-R[0:00:01]: Return=     0.991, Steps=  10, Features = 16
  3000: >>> E[0:00:31]-R[0:00:00]: Return=    0.5938, Steps= 7.2, Features = 16
Total Experiment Duration 0:00:31
Output:			./Results/Experiment2/
     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
    44: E[0:00:01]-R[0:00:34]: Return=    -1.009, Steps=  10, Features = 16
   152: E[0:00:02]-R[0:00:31]: Return=     0.963, Steps=  38, Features = 16
   248: E[0:00:03]-R[0:00:30]: Return=     0.985, Steps=  16, Features = 16
   300: >>> E[0:00:03]-R[0:00:29]: Return=    0.4143, Steps= 6.7, Features = 16
   390: E[0:00:04]-R[0:00:28]: Return=    -1.005, Steps=   6, Features = 16
   474: E[0:00:05]-R[0:00:28]: Return=    -1.005, Steps=   6, Features = 16
   572: E[0:00:06]-R[0:00:27]: Return=     0.991, Steps=  10, Features = 16
   600: >>> E[0:00:07]-R[0:00:27]: Return=   -0.4867, Steps=7.66, Features = 16
   704: E[0:00:08]-R[0:00:25]: Return=     0.985, Steps=  16, Features = 16
   810: E[0:00:09]-R[0:00:24]: Return=     0.989, Steps=  12, Features = 16
   900: >>> E[0:00:10]-R[0:00:23]: Return=    0.5343, Steps=6.66, Features = 16
   992: E[0:00:11]-R[0:00:22]: Return=    -1.001, Steps=   2, Features = 16
  1082: E[0:00:12]-R[0:00:21]: Return=     0.995, Steps=   6, Features = 16
  1186: E[0:00:13]-R[0:00:20]: Return=    -1.003, Steps=   4, Features = 16
  1200: >>> E[0:00:13]-R[0:00:20]: Return=    0.5335, Steps=7.48, Features = 16
  1312: E[0:00:14]-R[0:00:18]: Return=     0.991, Steps=  10, Features = 16
  1422: E[0:00:15]-R[0:00:17]: Return=     0.993, Steps=   8, Features = 16
  1500: >>> E[0:00:16]-R[0:00:16]: Return=    0.5144, Steps=6.58, Features = 16
  1602: E[0:00:17]-R[0:00:15]: Return=    -1.001, Steps=   2, Features = 16
  1704: E[0:00:18]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
  1796: E[0:00:19]-R[0:00:13]: Return=    -1.005, Steps=   6, Features = 16
  1800: >>> E[0:00:19]-R[0:00:13]: Return=    0.5732, Steps= 7.8, Features = 16
  1908: E[0:00:20]-R[0:00:12]: Return=     0.991, Steps=  10, Features = 16
  1996: E[0:00:21]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
  2096: E[0:00:22]-R[0:00:10]: Return=    -1.005, Steps=   6, Features = 16
  2100: >>> E[0:00:22]-R[0:00:10]: Return=    0.5738, Steps= 7.2, Features = 16
  2190: E[0:00:23]-R[0:00:09]: Return=    -1.001, Steps=   2, Features = 16
  2280: E[0:00:24]-R[0:00:08]: Return=    -1.001, Steps=   2, Features = 16
  2384: E[0:00:26]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  2400: >>> E[0:00:26]-R[0:00:06]: Return=     0.534, Steps= 7.0, Features = 16
  2498: E[0:00:27]-R[0:00:05]: Return=     0.995, Steps=   6, Features = 16
  2598: E[0:00:28]-R[0:00:04]: Return=     0.991, Steps=  10, Features = 16
  2686: E[0:00:29]-R[0:00:03]: Return=     0.995, Steps=   6, Features = 16
  2700: >>> E[0:00:29]-R[0:00:03]: Return=    0.3942, Steps=6.78, Features = 16
  2794: E[0:00:30]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  2892: E[0:00:31]-R[0:00:01]: Return=     0.993, Steps=   8, Features = 16
  2986: E[0:00:32]-R[0:00:00]: Return=     0.989, Steps=  12, Features = 16
  3000: >>> E[0:00:32]-R[0:00:00]: Return=    0.5938, Steps= 7.2, Features = 16
Total Experiment Duration 0:00:32
Output:			./Results/Experiment2/
     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
    26: E[0:00:00]-R[0:00:40]: Return=    -1.003, Steps=   4, Features = 16
   100: E[0:00:01]-R[0:00:40]: Return=    -1.021, Steps=  22, Features = 16
   186: E[0:00:02]-R[0:00:37]: Return=     0.987, Steps=  14, Features = 16
   260: E[0:00:03]-R[0:00:37]: Return=     0.989, Steps=  12, Features = 16
   300: >>> E[0:00:04]-R[0:00:39]: Return=    0.4143, Steps= 6.7, Features = 16
   366: E[0:00:05]-R[0:00:39]: Return=     0.991, Steps=  10, Features = 16
   434: E[0:00:06]-R[0:00:38]: Return=    -1.003, Steps=   4, Features = 16
   508: E[0:00:07]-R[0:00:36]: Return=     0.995, Steps=   6, Features = 16
   584: E[0:00:08]-R[0:00:35]: Return=    -1.001, Steps=   2, Features = 16
   600: >>> E[0:00:09]-R[0:00:35]: Return=   -0.4867, Steps=7.66, Features = 16
   674: E[0:00:10]-R[0:00:34]: Return=     0.995, Steps=   6, Features = 16
   746: E[0:00:11]-R[0:00:33]: Return=     0.995, Steps=   6, Features = 16
   836: E[0:00:12]-R[0:00:31]: Return=     0.987, Steps=  14, Features = 16
   900: >>> E[0:00:13]-R[0:00:30]: Return=    0.5343, Steps=6.66, Features = 16
   982: E[0:00:14]-R[0:00:28]: Return=     0.991, Steps=  10, Features = 16
  1056: E[0:00:15]-R[0:00:27]: Return=     0.995, Steps=   6, Features = 16
  1126: E[0:00:16]-R[0:00:27]: Return=    -1.005, Steps=   6, Features = 16
  1186: E[0:00:17]-R[0:00:26]: Return=    -1.003, Steps=   4, Features = 16
  1200: >>> E[0:00:17]-R[0:00:26]: Return=    0.5335, Steps=7.48, Features = 16
  1278: E[0:00:18]-R[0:00:25]: Return=     0.995, Steps=   6, Features = 16
  1354: E[0:00:19]-R[0:00:23]: Return=    -1.001, Steps=   2, Features = 16
  1436: E[0:00:20]-R[0:00:22]: Return=    -1.001, Steps=   2, Features = 16
  1500: >>> E[0:00:21]-R[0:00:21]: Return=    0.5144, Steps=6.58, Features = 16
  1582: E[0:00:22]-R[0:00:20]: Return=     0.995, Steps=   6, Features = 16
  1660: E[0:00:23]-R[0:00:19]: Return=     0.991, Steps=  10, Features = 16
  1728: E[0:00:24]-R[0:00:18]: Return=     0.993, Steps=   8, Features = 16
  1786: E[0:00:25]-R[0:00:17]: Return=     0.993, Steps=   8, Features = 16
  1800: >>> E[0:00:26]-R[0:00:17]: Return=    0.5732, Steps= 7.8, Features = 16
  1870: E[0:00:27]-R[0:00:16]: Return=     0.989, Steps=  12, Features = 16
  1930: E[0:00:28]-R[0:00:15]: Return=     0.995, Steps=   6, Features = 16
  2010: E[0:00:29]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
  2090: E[0:00:30]-R[0:00:13]: Return=    -1.007, Steps=   8, Features = 16
  2100: >>> E[0:00:30]-R[0:00:13]: Return=    0.5738, Steps= 7.2, Features = 16
  2182: E[0:00:31]-R[0:00:12]: Return=    -1.005, Steps=   6, Features = 16
  2264: E[0:00:32]-R[0:00:11]: Return=     0.979, Steps=  22, Features = 16
  2346: E[0:00:34]-R[0:00:09]: Return=     0.987, Steps=  14, Features = 16
  2400: >>> E[0:00:34]-R[0:00:09]: Return=     0.534, Steps= 7.0, Features = 16
  2470: E[0:00:35]-R[0:00:08]: Return=     0.995, Steps=   6, Features = 16
  2538: E[0:00:36]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  2604: E[0:00:38]-R[0:00:06]: Return=     0.995, Steps=   6, Features = 16
  2670: E[0:00:39]-R[0:00:05]: Return=     0.993, Steps=   8, Features = 16
  2700: >>> E[0:00:39]-R[0:00:04]: Return=    0.3942, Steps=6.78, Features = 16
  2770: E[0:00:40]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  2848: E[0:00:41]-R[0:00:02]: Return=     0.993, Steps=   8, Features = 16
  2920: E[0:00:42]-R[0:00:01]: Return=     0.995, Steps=   6, Features = 16
  2986: E[0:00:43]-R[0:00:00]: Return=     0.989, Steps=  12, Features = 16
  3000: >>> E[0:00:44]-R[0:00:00]: Return=    0.5938, Steps= 7.2, Features = 16
Total Experiment Duration 0:00:44
Output:			./Results/Experiment2/
     0: >>> E[0:00:00]-R[?]: Return=    -0.924, Steps=5.02, Features = 16
    22: E[0:00:00]-R[0:00:48]: Return=    -1.005, Steps=   6, Features = 16
   100: E[0:00:02]-R[0:00:50]: Return=    -1.021, Steps=  22, Features = 16
   164: E[0:00:03]-R[0:00:49]: Return=     0.989, Steps=  12, Features = 16
   224: E[0:00:04]-R[0:00:49]: Return=    -1.009, Steps=  10, Features = 16
   276: E[0:00:05]-R[0:00:50]: Return=     0.985, Steps=  16, Features = 16
   300: >>> E[0:00:06]-R[0:00:50]: Return=    0.4143, Steps= 6.7, Features = 16
   356: E[0:00:07]-R[0:00:50]: Return=     0.991, Steps=  10, Features = 16
   414: E[0:00:08]-R[0:00:49]: Return=    -1.003, Steps=   4, Features = 16
   474: E[0:00:09]-R[0:00:47]: Return=    -1.005, Steps=   6, Features = 16
   538: E[0:00:10]-R[0:00:46]: Return=    -1.013, Steps=  14, Features = 16
   584: E[0:00:11]-R[0:00:46]: Return=    -1.001, Steps=   2, Features = 16
   600: >>> E[0:00:11]-R[0:00:46]: Return=   -0.4867, Steps=7.66, Features = 16
   654: E[0:00:12]-R[0:00:44]: Return=    -1.001, Steps=   2, Features = 16
   710: E[0:00:13]-R[0:00:43]: Return=     0.995, Steps=   6, Features = 16
   772: E[0:00:15]-R[0:00:42]: Return=     0.987, Steps=  14, Features = 16
   836: E[0:00:16]-R[0:00:41]: Return=     0.987, Steps=  14, Features = 16
   890: E[0:00:17]-R[0:00:40]: Return=     0.987, Steps=  14, Features = 16
   900: >>> E[0:00:17]-R[0:00:40]: Return=    0.5343, Steps=6.66, Features = 16
   960: E[0:00:18]-R[0:00:39]: Return=     0.985, Steps=  16, Features = 16
  1010: E[0:00:19]-R[0:00:38]: Return=    -1.001, Steps=   2, Features = 16
  1070: E[0:00:20]-R[0:00:37]: Return=     0.993, Steps=   8, Features = 16
  1112: E[0:00:21]-R[0:00:36]: Return=    -1.009, Steps=  10, Features = 16
  1168: E[0:00:22]-R[0:00:35]: Return=     0.989, Steps=  12, Features = 16
  1200: >>> E[0:00:23]-R[0:00:34]: Return=    0.5335, Steps=7.48, Features = 16
  1258: E[0:00:24]-R[0:00:33]: Return=     0.995, Steps=   6, Features = 16
  1316: E[0:00:25]-R[0:00:32]: Return=    -1.003, Steps=   4, Features = 16
  1372: E[0:00:26]-R[0:00:31]: Return=     0.995, Steps=   6, Features = 16
  1432: E[0:00:27]-R[0:00:30]: Return=     0.991, Steps=  10, Features = 16
  1486: E[0:00:28]-R[0:00:29]: Return=     0.993, Steps=   8, Features = 16
  1500: >>> E[0:00:29]-R[0:00:29]: Return=    0.5144, Steps=6.58, Features = 16
  1558: E[0:00:30]-R[0:00:27]: Return=     0.993, Steps=   8, Features = 16
  1610: E[0:00:31]-R[0:00:27]: Return=     0.993, Steps=   8, Features = 16
  1672: E[0:00:32]-R[0:00:25]: Return=     0.989, Steps=  12, Features = 16
  1728: E[0:00:33]-R[0:00:24]: Return=     0.993, Steps=   8, Features = 16
  1786: E[0:00:34]-R[0:00:23]: Return=     0.993, Steps=   8, Features = 16
  1800: >>> E[0:00:34]-R[0:00:23]: Return=    0.5732, Steps= 7.8, Features = 16
  1858: E[0:00:35]-R[0:00:22]: Return=     0.993, Steps=   8, Features = 16
  1924: E[0:00:36]-R[0:00:20]: Return=     0.985, Steps=  16, Features = 16
  1980: E[0:00:38]-R[0:00:19]: Return=     0.993, Steps=   8, Features = 16
  2038: E[0:00:39]-R[0:00:18]: Return=     0.995, Steps=   6, Features = 16
  2096: E[0:00:40]-R[0:00:17]: Return=    -1.005, Steps=   6, Features = 16
  2100: >>> E[0:00:40]-R[0:00:17]: Return=    0.5738, Steps= 7.2, Features = 16
  2158: E[0:00:41]-R[0:00:16]: Return=     0.991, Steps=  10, Features = 16
  2210: E[0:00:42]-R[0:00:15]: Return=    -1.005, Steps=   6, Features = 16
  2278: E[0:00:43]-R[0:00:14]: Return=     0.987, Steps=  14, Features = 16
  2328: E[0:00:44]-R[0:00:13]: Return=    -1.001, Steps=   2, Features = 16
  2384: E[0:00:45]-R[0:00:12]: Return=     0.993, Steps=   8, Features = 16
  2400: >>> E[0:00:45]-R[0:00:11]: Return=     0.534, Steps= 7.0, Features = 16
  2454: E[0:00:46]-R[0:00:10]: Return=     0.995, Steps=   6, Features = 16
  2510: E[0:00:48]-R[0:00:09]: Return=     0.989, Steps=  12, Features = 16
  2562: E[0:00:49]-R[0:00:08]: Return=     0.991, Steps=  10, Features = 16
  2614: E[0:00:50]-R[0:00:07]: Return=     0.995, Steps=   6, Features = 16
  2678: E[0:00:51]-R[0:00:06]: Return=     0.993, Steps=   8, Features = 16
  2700: >>> E[0:00:51]-R[0:00:06]: Return=    0.3942, Steps=6.78, Features = 16
  2762: E[0:00:52]-R[0:00:05]: Return=     0.989, Steps=  12, Features = 16
  2818: E[0:00:53]-R[0:00:03]: Return=     0.993, Steps=   8, Features = 16
  2880: E[0:00:55]-R[0:00:02]: Return=     0.989, Steps=  12, Features = 16
  2944: E[0:00:56]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 16
  2994: E[0:00:57]-R[0:00:00]: Return=     0.993, Steps=   8, Features = 16
  3000: >>> E[0:00:57]-R[0:00:00]: Return=    0.5938, Steps= 7.2, Features = 16
Total Experiment Duration 0:00:57
Output:			./Results/Experiment2/
     0: >>> E[0:00:00]-R[?]: Return=   -0.9861, Steps=7.07, Features = 25
    44: E[0:00:01]-R[0:00:35]: Return=    -1.008, Steps=   9, Features = 25
   179: E[0:00:02]-R[0:00:34]: Return=     0.903, Steps=  98, Features = 25
   284: E[0:00:03]-R[0:00:32]: Return=     0.965, Steps=  36, Features = 25
   300: >>> E[0:00:04]-R[0:00:32]: Return=   -0.4046, Steps=45.62, Features = 25
   404: E[0:00:05]-R[0:00:31]: Return=    -1.046, Steps=  47, Features = 25
   498: E[0:00:06]-R[0:00:30]: Return=     0.907, Steps=  94, Features = 25
   597: E[0:00:07]-R[0:00:29]: Return=     0.971, Steps=  30, Features = 25
   600: >>> E[0:00:07]-R[0:00:29]: Return=    0.5708, Steps=10.17, Features = 25
   692: E[0:00:08]-R[0:00:27]: Return=     0.989, Steps=  12, Features = 25
   784: E[0:00:09]-R[0:00:26]: Return=     0.989, Steps=  12, Features = 25
   887: E[0:00:10]-R[0:00:25]: Return=    -1.014, Steps=  15, Features = 25
   900: >>> E[0:00:11]-R[0:00:25]: Return=    0.4286, Steps=12.44, Features = 25
   993: E[0:00:12]-R[0:00:24]: Return=    -1.016, Steps=  17, Features = 25
  1089: E[0:00:13]-R[0:00:22]: Return=     0.987, Steps=  14, Features = 25
  1199: E[0:00:14]-R[0:00:21]: Return=     0.961, Steps=  40, Features = 25
  1200: >>> E[0:00:14]-R[0:00:21]: Return=    0.5307, Steps=10.33, Features = 25
  1302: E[0:00:15]-R[0:00:20]: Return=     0.987, Steps=  14, Features = 25
  1391: E[0:00:16]-R[0:00:19]: Return=     0.991, Steps=  10, Features = 25
  1485: E[0:00:17]-R[0:00:18]: Return=     0.987, Steps=  14, Features = 25
  1500: >>> E[0:00:18]-R[0:00:18]: Return=    0.4507, Steps=10.27, Features = 25
  1599: E[0:00:19]-R[0:00:16]: Return=     0.981, Steps=  20, Features = 25
  1689: E[0:00:20]-R[0:00:15]: Return=     0.987, Steps=  14, Features = 25
  1781: E[0:00:21]-R[0:00:14]: Return=     0.975, Steps=  26, Features = 25
  1800: >>> E[0:00:21]-R[0:00:14]: Return=    0.4301, Steps=10.88, Features = 25
  1885: E[0:00:22]-R[0:00:13]: Return=     0.991, Steps=  10, Features = 25
  1966: E[0:00:23]-R[0:00:12]: Return=    -1.006, Steps=   7, Features = 25
  2050: E[0:00:24]-R[0:00:11]: Return=    -1.008, Steps=   9, Features = 25
  2100: >>> E[0:00:25]-R[0:00:11]: Return=     0.371, Steps=9.97, Features = 25
  2194: E[0:00:26]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 25
  2275: E[0:00:27]-R[0:00:09]: Return=    -1.006, Steps=   7, Features = 25
  2356: E[0:00:29]-R[0:00:08]: Return=     0.989, Steps=  12, Features = 25
  2400: >>> E[0:00:29]-R[0:00:07]: Return=    0.5908, Steps=10.16, Features = 25
  2491: E[0:00:30]-R[0:00:06]: Return=     0.985, Steps=  16, Features = 25
  2589: E[0:00:31]-R[0:00:05]: Return=     0.981, Steps=  20, Features = 25
  2688: E[0:00:32]-R[0:00:04]: Return=    -1.012, Steps=  13, Features = 25
  2700: >>> E[0:00:33]-R[0:00:04]: Return=     0.551, Steps=10.02, Features = 25
  2790: E[0:00:34]-R[0:00:03]: Return=     0.983, Steps=  18, Features = 25
  2874: E[0:00:35]-R[0:00:02]: Return=    -1.006, Steps=   7, Features = 25
  2946: E[0:00:36]-R[0:00:01]: Return=     0.985, Steps=  16, Features = 25
  2993: E[0:00:37]-R[0:00:00]: Return=     -1.01, Steps=  11, Features = 25
  3000: >>> E[0:00:37]-R[0:00:00]: Return=    0.2521, Steps=8.91, Features = 25
Total Experiment Duration 0:00:37
Output:			./Results/Experiment2/
     0: >>> E[0:00:00]-R[?]: Return=    -1.004, Steps= 5.4, Features = 25
   103: E[0:00:01]-R[0:01:33]: Return=    -1.024, Steps=  25, Features = 25
   248: E[0:00:02]-R[0:01:31]: Return=    -1.102, Steps= 103, Features = 25
   484: E[0:00:04]-R[0:01:26]: Return=    -1.204, Steps= 205, Features = 25
   609: E[0:00:05]-R[0:01:24]: Return=    -1.124, Steps= 125, Features = 25
   784: E[0:00:07]-R[0:01:21]: Return=    -1.174, Steps= 175, Features = 25
  1000: >>> E[0:00:09]-R[0:01:19]: Return=    -1.175, Steps=175.8, Features = 25
  1117: E[0:00:10]-R[0:01:18]: Return=     -1.02, Steps=  21, Features = 25
  1241: E[0:00:11]-R[0:01:17]: Return=     0.877, Steps= 124, Features = 25
  1386: E[0:00:12]-R[0:01:16]: Return=     0.947, Steps=  54, Features = 25
  1526: E[0:00:13]-R[0:01:14]: Return=    -1.034, Steps=  35, Features = 25
  1647: E[0:00:14]-R[0:01:13]: Return=    -1.016, Steps=  17, Features = 25
  1822: E[0:00:16]-R[0:01:12]: Return=    -1.174, Steps= 175, Features = 25
  2000: >>> E[0:00:18]-R[0:01:10]: Return=   -0.5493, Steps=150.3, Features = 25
  2267: E[0:00:20]-R[0:01:07]: Return=     0.583, Steps= 418, Features = 25
  2442: E[0:00:21]-R[0:01:06]: Return=    -1.098, Steps=  99, Features = 25
  2628: E[0:00:23]-R[0:01:04]: Return=    -1.184, Steps= 185, Features = 25
  2788: E[0:00:24]-R[0:01:03]: Return=    -1.074, Steps=  75, Features = 25
  3000: >>> E[0:00:26]-R[0:01:01]: Return=   -0.7424, Steps=143.4, Features = 25
  3176: E[0:00:28]-R[0:01:00]: Return=    -1.302, Steps= 303, Features = 25
  3403: E[0:00:30]-R[0:00:58]: Return=    -1.162, Steps= 163, Features = 25
  4000: >>> E[0:00:35]-R[0:00:53]: Return=   -0.8668, Steps=367.7, Features = 25
  4238: E[0:00:37]-R[0:00:51]: Return=    -1.834, Steps= 835, Features = 25
     0: >>> E[0:00:00]-R[?]: Return=    -1.004, Steps= 5.4, Features = 25
   103: E[0:00:01]-R[0:01:31]: Return=    -1.024, Steps=  25, Features = 25
