     0: >>> E[0:00:00]-R[?]: Return=   -0.8642, Steps= 5.2, Features = 16
  2792: E[0:00:31]-R[0:00:25]: Return=     0.963, Steps=  38, Features = 16
  2894: E[0:00:32]-R[0:00:23]: Return=    -1.001, Steps=   2, Features = 16
  3000: >>> E[0:00:33]-R[0:00:22]: Return=    0.6127, Steps=8.28, Features = 16
  3094: E[0:00:34]-R[0:00:21]: Return=     0.995, Steps=   6, Features = 16
  3198: E[0:00:35]-R[0:00:20]: Return=     0.987, Steps=  14, Features = 16
  3288: E[0:00:36]-R[0:00:19]: Return=     0.975, Steps=  26, Features = 16
  3376: E[0:00:38]-R[0:00:18]: Return=     0.981, Steps=  20, Features = 16
  3468: E[0:00:39]-R[0:00:17]: Return=     0.993, Steps=   8, Features = 16
  3500: >>> E[0:00:39]-R[0:00:17]: Return=    0.5929, Steps=8.08, Features = 16
  3598: E[0:00:40]-R[0:00:16]: Return=    -1.021, Steps=  22, Features = 16
  3690: E[0:00:41]-R[0:00:15]: Return=     0.987, Steps=  14, Features = 16
  3786: E[0:00:42]-R[0:00:14]: Return=     0.979, Steps=  22, Features = 16
  3882: E[0:00:43]-R[0:00:12]: Return=    -1.009, Steps=  10, Features = 16
  3976: E[0:00:44]-R[0:00:11]: Return=     0.993, Steps=   8, Features = 16
  4000: >>> E[0:00:45]-R[0:00:11]: Return=    0.7133, Steps=7.74, Features = 16
  4092: E[0:00:46]-R[0:00:10]: Return=     0.991, Steps=  10, Features = 16
  4184: E[0:00:47]-R[0:00:09]: Return=     0.991, Steps=  10, Features = 16
  4272: E[0:00:48]-R[0:00:08]: Return=     0.979, Steps=  22, Features = 16
  4358: E[0:00:49]-R[0:00:07]: Return=     0.989, Steps=  12, Features = 16
  4442: E[0:00:50]-R[0:00:06]: Return=     0.949, Steps=  52, Features = 16
  4500: >>> E[0:00:51]-R[0:00:06]: Return=    0.6127, Steps=8.28, Features = 16
  4602: E[0:00:52]-R[0:00:04]: Return=     0.993, Steps=   8, Features = 16
  4720: E[0:00:53]-R[0:00:03]: Return=     0.989, Steps=  12, Features = 16
  4818: E[0:00:54]-R[0:00:02]: Return=     0.991, Steps=  10, Features = 16
  4908: E[0:00:55]-R[0:00:01]: Return=     0.989, Steps=  12, Features = 16
  4994: E[0:00:56]-R[0:00:00]: Return=     0.989, Steps=  12, Features = 16
  5000: >>> E[0:00:56]-R[0:00:00]: Return=    0.5139, Steps=7.14, Features = 16
Total Experiment Duration 0:00:56
Output:			./Results/Experiment3/
     0: >>> E[0:00:00]-R[?]: Return=   -0.8642, Steps= 5.2, Features = 16
    46: E[0:00:00]-R[0:00:53]: Return=    -1.021, Steps=  22, Features = 16
   138: E[0:00:01]-R[0:00:53]: Return=    -1.013, Steps=  14, Features = 16
   258: E[0:00:03]-R[0:00:49]: Return=     0.981, Steps=  20, Features = 16
   374: E[0:00:04]-R[0:00:45]: Return=    -1.003, Steps=   4, Features = 16
   486: E[0:00:05]-R[0:00:44]: Return=     0.995, Steps=   6, Features = 16
   500: >>> E[0:00:05]-R[0:00:44]: Return=    0.6713, Steps=9.66, Features = 16
   644: E[0:00:06]-R[0:00:42]: Return=     0.933, Steps=  68, Features = 16
   738: E[0:00:07]-R[0:00:42]: Return=     0.995, Steps=   6, Features = 16
   856: E[0:00:08]-R[0:00:40]: Return=     0.989, Steps=  12, Features = 16
   956: E[0:00:09]-R[0:00:40]: Return=     0.985, Steps=  16, Features = 16
  1000: >>> E[0:00:10]-R[0:00:41]: Return=    0.6326, Steps= 8.4, Features = 16
  1054: E[0:00:11]-R[0:00:43]: Return=     0.995, Steps=   6, Features = 16
  1128: E[0:00:13]-R[0:00:44]: Return=     0.969, Steps=  32, Features = 16
  1184: E[0:00:14]-R[0:00:45]: Return=     0.993, Steps=   8, Features = 16
  1240: E[0:00:15]-R[0:00:45]: Return=     0.989, Steps=  12, Features = 16
  1304: E[0:00:16]-R[0:00:45]: Return=     0.993, Steps=   8, Features = 16
  1364: E[0:00:17]-R[0:00:46]: Return=     0.993, Steps=   8, Features = 16
  1414: E[0:00:18]-R[0:00:46]: Return=     0.995, Steps=   6, Features = 16
  1474: E[0:00:19]-R[0:00:46]: Return=     0.983, Steps=  18, Features = 16
  1500: >>> E[0:00:20]-R[0:00:46]: Return=    0.5727, Steps=8.26, Features = 16
  1562: E[0:00:21]-R[0:00:46]: Return=     0.975, Steps=  26, Features = 16
  1616: E[0:00:22]-R[0:00:46]: Return=     0.995, Steps=   6, Features = 16
  1672: E[0:00:23]-R[0:00:46]: Return=     0.979, Steps=  22, Features = 16
  1732: E[0:00:24]-R[0:00:46]: Return=     0.989, Steps=  12, Features = 16
  1784: E[0:00:25]-R[0:00:45]: Return=    -1.003, Steps=   4, Features = 16
  1842: E[0:00:26]-R[0:00:45]: Return=     0.985, Steps=  16, Features = 16
  1908: E[0:00:28]-R[0:00:45]: Return=     0.981, Steps=  20, Features = 16
  1966: E[0:00:29]-R[0:00:45]: Return=     0.993, Steps=   8, Features = 16
  2000: >>> E[0:00:29]-R[0:00:44]: Return=    0.5722, Steps= 8.8, Features = 16
  2064: E[0:00:31]-R[0:00:44]: Return=     0.983, Steps=  18, Features = 16
  2116: E[0:00:32]-R[0:00:43]: Return=     0.991, Steps=  10, Features = 16
  2170: E[0:00:33]-R[0:00:43]: Return=     0.989, Steps=  12, Features = 16
  2232: E[0:00:34]-R[0:00:42]: Return=     0.989, Steps=  12, Features = 16
  2286: E[0:00:35]-R[0:00:41]: Return=     0.989, Steps=  12, Features = 16
  2348: E[0:00:36]-R[0:00:41]: Return=     0.985, Steps=  16, Features = 16
  2414: E[0:00:37]-R[0:00:39]: Return=     0.995, Steps=   6, Features = 16
  2468: E[0:00:38]-R[0:00:39]: Return=    -1.005, Steps=   6, Features = 16
  2500: >>> E[0:00:39]-R[0:00:39]: Return=    0.5728, Steps= 8.2, Features = 16
  2554: E[0:00:40]-R[0:00:38]: Return=     0.985, Steps=  16, Features = 16
  2610: E[0:00:41]-R[0:00:37]: Return=    -1.005, Steps=   6, Features = 16
  2674: E[0:00:42]-R[0:00:36]: Return=     0.981, Steps=  20, Features = 16
  2722: E[0:00:43]-R[0:00:36]: Return=     0.981, Steps=  20, Features = 16
  2792: E[0:00:44]-R[0:00:35]: Return=     0.963, Steps=  38, Features = 16
  2854: E[0:00:45]-R[0:00:34]: Return=     0.989, Steps=  12, Features = 16
  2904: E[0:00:46]-R[0:00:33]: Return=     0.993, Steps=   8, Features = 16
  2962: E[0:00:47]-R[0:00:33]: Return=     0.995, Steps=   6, Features = 16
  3000: >>> E[0:00:48]-R[0:00:32]: Return=    0.6127, Steps=8.28, Features = 16
  3068: E[0:00:49]-R[0:00:31]: Return=     0.993, Steps=   8, Features = 16
  3130: E[0:00:50]-R[0:00:30]: Return=     0.993, Steps=   8, Features = 16
  3184: E[0:00:51]-R[0:00:29]: Return=     0.995, Steps=   6, Features = 16
  3240: E[0:00:52]-R[0:00:28]: Return=    -1.001, Steps=   2, Features = 16
  3308: E[0:00:53]-R[0:00:27]: Return=     0.991, Steps=  10, Features = 16
  3376: E[0:00:55]-R[0:00:26]: Return=     0.981, Steps=  20, Features = 16
  3430: E[0:00:56]-R[0:00:25]: Return=     0.993, Steps=   8, Features = 16
  3484: E[0:00:57]-R[0:00:25]: Return=     0.995, Steps=   6, Features = 16
  3500: >>> E[0:00:57]-R[0:00:24]: Return=    0.5929, Steps=8.08, Features = 16
  3556: E[0:00:58]-R[0:00:24]: Return=     0.981, Steps=  20, Features = 16
  3612: E[0:00:59]-R[0:00:23]: Return=     0.993, Steps=   8, Features = 16
  3670: E[0:01:00]-R[0:00:22]: Return=     0.995, Steps=   6, Features = 16
  3726: E[0:01:01]-R[0:00:21]: Return=     0.985, Steps=  16, Features = 16
  3786: E[0:01:03]-R[0:00:20]: Return=     0.979, Steps=  22, Features = 16
  3844: E[0:01:04]-R[0:00:19]: Return=     0.993, Steps=   8, Features = 16
  3892: E[0:01:05]-R[0:00:18]: Return=     0.991, Steps=  10, Features = 16
  3944: E[0:01:06]-R[0:00:18]: Return=    -1.003, Steps=   4, Features = 16
  3988: E[0:01:07]-R[0:00:17]: Return=     0.995, Steps=   6, Features = 16
  4000: >>> E[0:01:07]-R[0:00:17]: Return=    0.7133, Steps=7.74, Features = 16
  4068: E[0:01:08]-R[0:00:16]: Return=     0.985, Steps=  16, Features = 16
  4124: E[0:01:09]-R[0:00:15]: Return=     0.989, Steps=  12, Features = 16
  4194: E[0:01:11]-R[0:00:14]: Return=     0.991, Steps=  10, Features = 16
  4248: E[0:01:12]-R[0:00:13]: Return=     0.993, Steps=   8, Features = 16
  4296: E[0:01:13]-R[0:00:12]: Return=     0.977, Steps=  24, Features = 16
  4358: E[0:01:14]-R[0:00:11]: Return=     0.989, Steps=  12, Features = 16
  4442: E[0:01:15]-R[0:00:09]: Return=     0.949, Steps=  52, Features = 16
  4500: >>> E[0:01:16]-R[0:00:08]: Return=    0.6127, Steps=8.28, Features = 16
  4602: E[0:01:17]-R[0:00:07]: Return=     0.993, Steps=   8, Features = 16
  4704: E[0:01:18]-R[0:00:05]: Return=     0.987, Steps=  14, Features = 16
  4818: E[0:01:19]-R[0:00:03]: Return=     0.991, Steps=  10, Features = 16
  4932: E[0:01:20]-R[0:00:01]: Return=    -1.001, Steps=   2, Features = 16
  5000: >>> E[0:01:21]-R[0:00:00]: Return=    0.5139, Steps=7.14, Features = 16
Total Experiment Duration 0:01:21
Output:			./Results/Experiment3/
     0: >>> E[0:00:00]-R[?]: Return=   -0.8523, Steps=33.34, Features = 36
     4: E[0:00:00]-R[0:01:20]: Return=    -1.003, Steps=   4, Features = 36
   116: E[0:00:03]-R[0:02:09]: Return=    -1.065, Steps=  66, Features = 36
   208: E[0:00:06]-R[0:02:14]: Return=     0.909, Steps=  92, Features = 36
   287: E[0:00:08]-R[0:02:10]: Return=     0.943, Steps=  58, Features = 36
   391: E[0:00:09]-R[0:01:51]: Return=     0.937, Steps=  64, Features = 36
   493: E[0:00:11]-R[0:01:41]: Return=     0.913, Steps=  88, Features = 36
   500: >>> E[0:00:11]-R[0:01:41]: Return=   -0.2436, Steps=24.63, Features = 36
   572: E[0:00:12]-R[0:01:35]: Return=    -1.036, Steps=  37, Features = 36
   636: E[0:00:13]-R[0:01:32]: Return=    -1.007, Steps=   8, Features = 36
   713: E[0:00:15]-R[0:01:28]: Return=     0.977, Steps=  24, Features = 36
   782: E[0:00:16]-R[0:01:25]: Return=    -1.055, Steps=  56, Features = 36
   878: E[0:00:17]-R[0:01:21]: Return=     0.965, Steps=  36, Features = 36
   982: E[0:00:19]-R[0:01:18]: Return=     0.935, Steps=  66, Features = 36
  1000: >>> E[0:00:19]-R[0:01:17]: Return=    0.2969, Steps=84.05, Features = 36
  1064: E[0:00:20]-R[0:01:15]: Return=     0.971, Steps=  30, Features = 36
  1126: E[0:00:21]-R[0:01:14]: Return=    -1.007, Steps=   8, Features = 36
  1212: E[0:00:23]-R[0:01:11]: Return=     0.977, Steps=  24, Features = 36
  1306: E[0:00:24]-R[0:01:08]: Return=     0.951, Steps=  50, Features = 36
  1384: E[0:00:25]-R[0:01:06]: Return=     0.957, Steps=  44, Features = 36
  1454: E[0:00:26]-R[0:01:04]: Return=     0.965, Steps=  36, Features = 36
  1500: >>> E[0:00:27]-R[0:01:04]: Return=    0.9462, Steps=14.83, Features = 36
  1568: E[0:00:28]-R[0:01:02]: Return=     0.985, Steps=  16, Features = 36
  1642: E[0:00:30]-R[0:01:00]: Return=     0.981, Steps=  20, Features = 36
  1718: E[0:00:31]-R[0:00:59]: Return=     0.977, Steps=  24, Features = 36
  1808: E[0:00:32]-R[0:00:57]: Return=     0.973, Steps=  28, Features = 36
  1872: E[0:00:33]-R[0:00:55]: Return=     0.987, Steps=  14, Features = 36
  1934: E[0:00:34]-R[0:00:54]: Return=     0.991, Steps=  10, Features = 36
  2000: >>> E[0:00:35]-R[0:00:53]: Return=    0.9669, Steps=14.08, Features = 36
  2074: E[0:00:36]-R[0:00:51]: Return=     0.983, Steps=  18, Features = 36
  2148: E[0:00:38]-R[0:00:50]: Return=     0.989, Steps=  12, Features = 36
  2216: E[0:00:39]-R[0:00:49]: Return=     0.985, Steps=  16, Features = 36
  2254: E[0:00:40]-R[0:00:48]: Return=     0.977, Steps=  24, Features = 36
  2296: E[0:00:41]-R[0:00:48]: Return=     0.983, Steps=  18, Features = 36
  2346: E[0:00:42]-R[0:00:48]: Return=     0.985, Steps=  16, Features = 36
  2388: E[0:00:44]-R[0:00:48]: Return=     0.991, Steps=  10, Features = 36
  2458: E[0:00:45]-R[0:00:46]: Return=     0.989, Steps=  12, Features = 36
  2500: >>> E[0:00:45]-R[0:00:45]: Return=     0.967, Steps=13.97, Features = 36
  2564: E[0:00:46]-R[0:00:44]: Return=     0.987, Steps=  14, Features = 36
  2630: E[0:00:48]-R[0:00:43]: Return=     0.973, Steps=  28, Features = 36
  2686: E[0:00:49]-R[0:00:42]: Return=     0.981, Steps=  20, Features = 36
  2748: E[0:00:50]-R[0:00:41]: Return=     0.983, Steps=  18, Features = 36
  2810: E[0:00:51]-R[0:00:40]: Return=     0.989, Steps=  12, Features = 36
  2878: E[0:00:52]-R[0:00:38]: Return=     0.989, Steps=  12, Features = 36
  2948: E[0:00:53]-R[0:00:37]: Return=     0.989, Steps=  12, Features = 36
  3000: >>> E[0:00:54]-R[0:00:36]: Return=    0.9672, Steps=13.81, Features = 36
  3082: E[0:00:55]-R[0:00:34]: Return=     0.989, Steps=  12, Features = 36
  3154: E[0:00:56]-R[0:00:33]: Return=     0.983, Steps=  18, Features = 36
  3230: E[0:00:57]-R[0:00:31]: Return=     0.987, Steps=  14, Features = 36
  3298: E[0:00:58]-R[0:00:30]: Return=     0.983, Steps=  18, Features = 36
  3364: E[0:01:00]-R[0:00:29]: Return=     0.989, Steps=  12, Features = 36
  3438: E[0:01:01]-R[0:00:28]: Return=     0.991, Steps=  10, Features = 36
  3500: >>> E[0:01:01]-R[0:00:26]: Return=    0.9666, Steps=14.42, Features = 36
  3572: E[0:01:03]-R[0:00:25]: Return=     0.981, Steps=  20, Features = 36
  3644: E[0:01:04]-R[0:00:24]: Return=     0.989, Steps=  12, Features = 36
  3708: E[0:01:05]-R[0:00:23]: Return=     0.985, Steps=  16, Features = 36
  3800: E[0:01:06]-R[0:00:21]: Return=     0.971, Steps=  30, Features = 36
  3876: E[0:01:07]-R[0:00:20]: Return=     0.985, Steps=  16, Features = 36
  3948: E[0:01:08]-R[0:00:18]: Return=     0.987, Steps=  14, Features = 36
  4000: >>> E[0:01:09]-R[0:00:17]: Return=    0.9861, Steps=14.88, Features = 36
  4074: E[0:01:10]-R[0:00:16]: Return=     0.985, Steps=  16, Features = 36
  4136: E[0:01:11]-R[0:00:15]: Return=     0.981, Steps=  20, Features = 36
  4226: E[0:01:12]-R[0:00:13]: Return=     0.963, Steps=  38, Features = 36
  4298: E[0:01:14]-R[0:00:12]: Return=     0.981, Steps=  20, Features = 36
  4368: E[0:01:15]-R[0:00:11]: Return=     0.973, Steps=  28, Features = 36
  4452: E[0:01:16]-R[0:00:09]: Return=     0.979, Steps=  22, Features = 36
  4500: >>> E[0:01:17]-R[0:00:09]: Return=    0.9655, Steps=15.54, Features = 36
  4584: E[0:01:18]-R[0:00:07]: Return=     0.975, Steps=  26, Features = 36
  4650: E[0:01:19]-R[0:00:06]: Return=     0.987, Steps=  14, Features = 36
  4730: E[0:01:20]-R[0:00:05]: Return=     0.983, Steps=  18, Features = 36
  4812: E[0:01:21]-R[0:00:03]: Return=     0.987, Steps=  14, Features = 36
  4850: E[0:01:22]-R[0:00:03]: Return=     0.981, Steps=  20, Features = 36
  4886: E[0:01:23]-R[0:00:02]: Return=     0.987, Steps=  14, Features = 36
  4930: E[0:01:25]-R[0:00:01]: Return=     0.987, Steps=  14, Features = 36
  4982: E[0:01:26]-R[0:00:00]: Return=     0.981, Steps=  20, Features = 36
  5000: >>> E[0:01:27]-R[0:00:00]: Return=    0.9668, Steps=14.19, Features = 36
Total Experiment Duration 0:01:27
Output:			./Results/Experiment3/
